date,state,cases,deaths
2020-12-10,Arizona,390047,7173
2020-12-10,California,1491132,20636
2020-12-10,Florida,1094689,19590
2020-12-10,New York,749204,34884
2020-12-10,Texas,1403359,23967
2020-12-11,Alabama,288775,4086
2020-12-11,Arizona,398150,7250
2020-12-11,California,1528237,20854
2020-12-11,Florida,1106388,19713
2020-12-11,New York,759765,34983
2020-12-11,Texas,1461605,24208
2020-12-12,Alabama,292841,4102
2020-12-12,Arizona,405656,7340
2020-12-12,California,1554920,20958
2020-12-12,Florida,1116965,19784
2020-12-12,New York,770804,35074
2020-12-12,Texas,1473080,24400
2020-12-13,Alabama,295631,4102
2020-12-13,Arizona,408646,7357
2020-12-13,California,1590726,21043
2020-12-13,Florida,1125923,19865
2020-12-13,New York,780831,35198
2020-12-13,Texas,1479805,24501
2020-12-14,Alabama,297895,4102
2020-12-14,Arizona,420459,7358
2020-12-14,California,1620916,21196
2020-12-14,Florida,1134375,20002
2020-12-14,New York,789815,35288
2020-12-14,Texas,1493407,24582
2020-12-15,Alabama,301533,4124
2020-12-15,Arizona,427121,7428
2020-12-15,California,1655166,21483
2020-12-15,Florida,1143786,20081
2020-12-15,New York,799551,35425
2020-12-15,Texas,1513068,24796
2020-12-16,Alabama,305640,4198
2020-12-16,Arizona,431330,7558
2020-12-16,California,1716108,21881
2020-12-16,Florida,1155327,20203
2020-12-16,New York,808929,35522
2020-12-16,Texas,1534822,25078
2020-12-17,Alabama,310335,4254
2020-12-17,Arizona,438514,7711
2020-12-17,California,1761430,22155
2020-12-17,Florida,1168475,20304
2020-12-17,New York,819427,35647
2020-12-17,Texas,1551333,25336
2020-12-18,Alabama,315683,4296
2020-12-18,Arizona,444038,7819
2020-12-18,California,1809673,22496
2020-12-18,Florida,1181475,20400
2020-12-18,New York,832033,35775
2020-12-18,Texas,1570679,25608
2020-12-19,Alabama,319904,4389
2020-12-19,Arizona,450807,7956
2020-12-19,California,1847031,22651
2020-12-19,Florida,1193157,20472
2020-12-19,New York,841946,35897
2020-12-19,Texas,1584055,25841
2020-12-20,Alabama,322452,4389
2020-12-20,Arizona,453601,7971
2020-12-20,California,1889914,22736
2020-12-20,Florida,1201558,20567
2020-12-20,New York,851400,36017
2020-12-20,Texas,1591885,25948
2020-12-21,Alabama,324832,4389
2020-12-21,Arizona,461345,7972
2020-12-21,California,1933169,22980
2020-12-21,Florida,1212573,20679
2020-12-21,New York,860856,36147
2020-12-21,Texas,1608768,26164
2020-12-22,Alabama,329811,4452
2020-12-22,Arizona,470351,8133
2020-12-22,California,1968541,23254
2020-12-22,Florida,1223007,20753
2020-12-22,New York,871155,36300
2020-12-22,Texas,1630886,26363
2020-12-23,Alabama,334569,4587
2020-12-23,Arizona,475706,8184
2020-12-23,California,2013298,23633
2020-12-23,Florida,1234391,20873
2020-12-23,New York,882895,36454
2020-12-23,Texas,1651560,26624
2020-12-24,Alabama,338801,4676
2020-12-24,Arizona,483502,8301
2020-12-24,California,2048014,23944
2020-12-24,Florida,1247538,20994
2020-12-24,New York,896242,36604
2020-12-24,Texas,1659551,26879
2020-12-25,Alabama,342426,4680
2020-12-25,Arizona,486993,8409
2020-12-25,California,2064763,23964
2020-12-25,Florida,1247538,20994
2020-12-25,New York,909123,36739
2020-12-25,Texas,1661619,27042
2020-12-26,Alabama,343458,4685
2020-12-26,Arizona,493277,8424
2020-12-26,California,2129749,24221
2020-12-26,Florida,1264580,21134
2020-12-26,New York,920171,36870
2020-12-26,Texas,1667352,27062
2020-12-27,Alabama,345628,4691
2020-12-27,Arizona,494489,8427
2020-12-27,California,2167303,24283
2020-12-27,Florida,1271971,21211
2020-12-27,New York,928376,37000
2020-12-27,Texas,1690021,27110
2020-12-28,Alabama,347897,4712
2020-12-28,Arizona,504616,8469
2020-12-28,California,2209024,24529
2020-12-28,Florida,1280169,21307
2020-12-28,New York,938710,37118
2020-12-28,Texas,1710489,27245
2020-12-29,Alabama,351804,4737
2020-12-29,Arizona,510548,8647
2020-12-29,California,2243191,24954
2020-12-29,Florida,1292244,21408
2020-12-29,New York,950730,37256
2020-12-29,Texas,1734268,27499
2020-12-30,Alabama,356820,4774
2020-12-30,Arizona,515366,8726
2020-12-30,California,2275565,25391
2020-12-30,Florida,1306115,21545
2020-12-30,New York,963647,37412
2020-12-30,Texas,1753686,27821
2020-12-31,Alabama,361226,4827
2020-12-31,Arizona,523829,8879
2020-12-31,California,2307860,25965
2020-12-31,Florida,1323307,21672
2020-12-31,New York,979040,37557
2020-12-31,Texas,1770527,28155
2021-01-01,Alabama,365747,4872
2021-01-01,Arizona,530267,9015
2021-01-01,California,2345811,26236
2021-01-01,Florida,1323307,21672
2021-01-01,New York,996073,37733
2021-01-01,Texas,1778306,28434
2021-01-02,Alabama,369458,4872
2021-01-02,Arizona,539162,9061
2021-01-02,California,2398005,26542
2021-01-02,Florida,1354825,21889
2021-01-02,New York,1011922,37854
2021-01-02,Texas,1792363,28508
2021-01-03,Alabama,371934,4873
2021-01-03,Arizona,556384,9061
2021-01-03,California,2433916,26635
2021-01-03,Florida,1365428,21986
2021-01-03,New York,1024154,38001
2021-01-03,Texas,1808382,28554
2021-01-04,Alabama,374095,4878
2021-01-04,Arizona,561542,9064
2021-01-04,California,2474639,26995
2021-01-04,Florida,1376684,22089
2021-01-04,New York,1035396,38167
2021-01-04,Texas,1831486,28681
2021-01-05,Alabama,379593,4886
2021-01-05,Arizona,571676,9354
2021-01-05,California,2511923,27486
2021-01-05,Florida,1392115,22187
2021-01-05,New York,1048538,38315
2021-01-05,Texas,1862478,28949
2021-01-06,Alabama,384184,4994
2021-01-06,Arizona,578623,9467
2021-01-06,California,2548830,28040
2021-01-06,Florida,1409898,22316
2021-01-06,New York,1064554,38486
2021-01-06,Texas,1887800,29278
2021-01-07,Alabama,389230,5080
2021-01-07,Arizona,588383,9764
2021-01-07,California,2589250,28554
2021-01-07,Florida,1429714,22480
2021-01-07,New York,1082142,38683
2021-01-07,Texas,1910426,29645
2021-01-08,Alabama,394287,5191
2021-01-08,Arizona,602146,9970
2021-01-08,California,2640221,29228
2021-01-08,Florida,1449244,22665
2021-01-08,New York,1101702,38846
2021-01-08,Texas,1934504,30109
2021-01-09,Alabama,399150,5299
2021-01-09,Arizona,611900,10083
2021-01-09,California,2687450,29699
2021-01-09,Florida,1464689,22803
2021-01-09,New York,1119541,39041
2021-01-09,Texas,1952047,30441
2021-01-10,Alabama,401900,5334
2021-01-10,Arizona,618546,10141
2021-01-10,California,2729858,30000
2021-01-10,Florida,1477002,22911
2021-01-10,New York,1135849,39208
2021-01-10,Texas,1966081,30599
2021-01-11,Alabama,404000,5347
2021-01-11,Arizona,627771,10147
2021-01-11,California,2770482,30381
2021-01-11,Florida,1488578,23070
2021-01-11,New York,1150028,39404
2021-01-11,Texas,1989821,30720
2021-01-12,Alabama,407848,5573
2021-01-12,Arizona,638739,10537
2021-01-12,California,2816366,31105
2021-01-12,Florida,1503474,23226
2021-01-12,New York,1164819,39588
2021-01-12,Texas,2017036,31017
2021-01-13,Alabama,410995,5760
2021-01-13,Arizona,643683,10689
2021-01-13,California,2858041,31653
2021-01-13,Florida,1517464,23395
2021-01-13,New York,1179523,39760
2021-01-13,Texas,2040144,31396
2021-01-14,Alabama,414583,5945
2021-01-14,Arizona,653546,10876
2021-01-14,California,2898756,32246
2021-01-14,Florida,1531184,23612
2021-01-14,New York,1193710,39997
2021-01-14,Texas,2070044,31819
2021-01-15,Alabama,417528,6030
2021-01-15,Arizona,662597,11060
2021-01-15,California,2937860,32947
2021-01-15,Florida,1548059,23798
2021-01-15,New York,1213179,40203
2021-01-15,Texas,2094606,32212
2021-01-16,Alabama,420681,6119
2021-01-16,Arizona,670234,11248
2021-01-16,California,2975419,33393
2021-01-16,Florida,1560178,24003
2021-01-16,New York,1229124,40376
2021-01-16,Texas,2112925,32581
2021-01-17,Alabama,422598,6120
2021-01-17,Arizona,673882,11266
2021-01-17,California,3006966,33593
2021-01-17,Florida,1571271,24136
2021-01-17,New York,1242818,40570
2021-01-17,Texas,2125391,32747
2021-01-18,Alabama,424028,6121
2021-01-18,Arizona,679282,11265
2021-01-18,California,3032359,33742
2021-01-18,Florida,1579273,24273
2021-01-18,New York,1256228,40753
2021-01-18,Texas,2136595,32858
2021-01-19,Alabama,426543,6126
2021-01-19,Arizona,686028,11266
2021-01-19,California,3071465,34390
2021-01-19,Florida,1589089,24435
2021-01-19,New York,1268949,40933
2021-01-19,Texas,2158462,33176
2021-01-20,Alabama,429655,6283
2021-01-20,Arizona,693706,11564
2021-01-20,California,3090794,35001
2021-01-20,Florida,1601003,24577
2021-01-20,New York,1280068,41148
2021-01-20,Texas,2186469,33632
2021-01-21,Alabama,432536,6379
2021-01-21,Arizona,703249,11813
2021-01-21,California,3116369,35704
2021-01-21,Florida,1613876,24738
2021-01-21,New York,1293976,41348
2021-01-21,Texas,2207935,34075
2021-01-22,Alabama,436087,6486
2021-01-22,Arizona,710273,12014
2021-01-22,California,3141404,36326
2021-01-22,Florida,1627595,25010
2021-01-22,New York,1309660,41530
2021-01-22,Texas,2226203,34496
2021-01-23,Alabama,439442,6657
2021-01-23,Arizona,717593,12170
2021-01-23,California,3164386,36818
2021-01-23,Florida,1639906,25163
2021-01-23,New York,1323569,41694
2021-01-23,Texas,2240136,34859
2021-01-24,Alabama,441170,6660
2021-01-24,Arizona,722574,12238
2021-01-24,California,3186036,37118
2021-01-24,Florida,1649441,25292
2021-01-24,New York,1335952,41889
2021-01-24,Texas,2247849,35050
2021-01-25,Alabama,443009,6662
2021-01-25,Arizona,728231,12239
2021-01-25,California,3212939,37499
2021-01-25,Florida,1658161,25445
2021-01-25,New York,1347924,42090
2021-01-25,Texas,2268260,35236
2021-01-26,Alabama,445909,6896
2021-01-26,Arizona,734613,12489
2021-01-26,California,3234571,38222
2021-01-26,Florida,1667755,25672
2021-01-26,New York,1358964,42273
2021-01-26,Texas,2288854,35544
2021-01-27,Alabama,449086,7172
2021-01-27,Arizona,740599,12668
2021-01-27,California,3253201,38927
2021-01-27,Florida,1676163,25832
2021-01-27,New York,1369329,42434
2021-01-27,Texas,2308600,36024
2021-01-28,Alabama,452734,7340
2021-01-28,Arizona,745976,12861
2021-01-28,California,3272829,39527
2021-01-28,Florida,1687586,26034
2021-01-28,New York,1383112,42639
2021-01-28,Texas,2328099,36434
2021-01-29,Alabama,455582,7566
2021-01-29,Arizona,750787,13047
2021-01-29,California,3292572,40192
2021-01-29,Florida,1698562,26253
2021-01-29,New York,1396063,42825
2021-01-29,Texas,2346818,36804
2021-01-30,Alabama,455582,7566
2021-01-30,Arizona,756027,13111
2021-01-30,California,3310100,40694
2021-01-30,Florida,1713581,26359
2021-01-30,New York,1408955,42996
2021-01-30,Texas,2360584,37096
2021-01-31,Alabama,459639,7688
2021-01-31,Arizona,758576,13120
2021-01-31,California,3324064,40928
2021-01-31,Florida,1721369,26478
2021-01-31,New York,1420164,43178
2021-01-31,Texas,2372960,37242
2021-02-01,Alabama,460860,7688
2021-02-01,Arizona,762458,13124
2021-02-01,California,3341656,41284
2021-02-01,Florida,1727099,26684
2021-02-01,New York,1429096,43354
2021-02-01,Texas,2412150,37405
2021-02-02,Alabama,462938,7894
2021-02-02,Arizona,766445,13415
2021-02-02,California,3354544,41858
2021-02-02,Florida,1737632,26821
2021-02-02,New York,1437045,43524
2021-02-02,Texas,2430370,37760
2021-02-03,Alabama,465056,8203
2021-02-03,Arizona,769297,13593
2021-02-03,California,3367104,42434
2021-02-03,Florida,1744611,27018
2021-02-03,New York,1444199,43687
2021-02-03,Texas,2448334,38203
2021-02-04,Alabama,467823,8365
2021-02-04,Arizona,773636,13792
2021-02-04,California,3381785,43062
2021-02-04,Florida,1752322,27246
2021-02-04,New York,1451169,43842
2021-02-04,Texas,2461907,38610
2021-02-05,Alabama,469319,8449
2021-02-05,Arizona,777038,13965
2021-02-05,California,3395797,43631
2021-02-05,Florida,1763865,27456
2021-02-05,New York,1459066,44012
2021-02-05,Texas,2476282,39039
2021-02-06,Alabama,471311,8513
2021-02-06,Arizona,780200,14039
2021-02-06,California,3407369,43987
2021-02-06,Florida,1771351,27598
2021-02-06,New York,1470558,44210
2021-02-06,Texas,2484782,39330
2021-02-07,Alabama,472423,8515
2021-02-07,Arizona,780872,14051
2021-02-07,California,3417563,44152
2021-02-07,Florida,1777975,27695
2021-02-07,New York,1480481,44387
2021-02-07,Texas,2492317,39490
2021-02-08,Alabama,473348,8523
2021-02-08,Arizona,783229,14055
2021-02-08,California,3431179,44440
2021-02-08,Florida,1783712,27814
2021-02-08,New York,1489453,44512
2021-02-08,Texas,2503200,39655
2021-02-09,Alabama,474666,8579
2021-02-09,Arizona,788540,14317
2021-02-09,California,3441692,44973
2021-02-09,Florida,1790735,28047
2021-02-09,New York,1497732,44683
2021-02-09,Texas,2516432,39973
2021-02-10,Alabama,476067,8888
2021-02-10,Arizona,790271,14507
2021-02-10,California,3450284,45436
2021-02-10,Florida,1798272,28207
2021-02-10,New York,1504316,44851
2021-02-10,Texas,2529516,40297
2021-02-11,Alabama,477570,9021
2021-02-11,Arizona,792695,14690
2021-02-11,California,3460901,45976
2021-02-11,Florida,1806797,28381
2021-02-11,New York,1514327,44992
2021-02-11,Texas,2541392,40661
2021-02-12,Alabama,478667,9180
2021-02-12,Arizona,794224,14843
2021-02-12,California,3470426,46435
2021-02-12,Florida,1814414,28564
2021-02-12,New York,1523042,45138
2021-02-12,Texas,2553677,41063
2021-02-13,Alabama,479856,9242
2021-02-13,Arizona,796094,14957
2021-02-13,California,3479586,46865
2021-02-13,Florida,1821929,28682
2021-02-13,New York,1531797,45295
2021-02-13,Texas,2561684,41320
2021-02-14,Alabama,480931,9242
2021-02-14,Arizona,797537,14978
2021-02-14,California,3485533,47055
2021-02-14,Florida,1827365,28778
2021-02-14,New York,1540127,45431
2021-02-14,Texas,2566191,41440
2021-02-15,Alabama,481605,9244
2021-02-15,Arizona,798845,14978
2021-02-15,California,3490542,47115
2021-02-15,Florida,1830980,28933
2021-02-15,New York,1546665,45552
2021-02-15,Texas,2569113,41484
2021-02-16,Alabama,482488,9257
2021-02-16,Arizona,799944,14981
2021-02-16,California,3499336,47446
2021-02-16,Florida,1837277,29153
2021-02-16,New York,1553374,45683
2021-02-16,Texas,2572743,41546
2021-02-17,Alabama,483167,9346
2021-02-17,Arizona,801741,15084
2021-02-17,California,3505610,47902
2021-02-17,Florida,1844619,29310
2021-02-17,New York,1559299,45807
2021-02-17,Texas,2577230,41650
2021-02-18,Alabama,484365,9424
2021-02-18,Arizona,803158,15294
2021-02-18,California,3513458,48334
2021-02-18,Florida,1849736,29473
2021-02-18,New York,1568881,45957
2021-02-18,Texas,2579584,41764
2021-02-19,Alabama,485212,9573
2021-02-19,Arizona,805037,15439
2021-02-19,California,3521349,48794
2021-02-19,Florida,1856419,29691
2021-02-19,New York,1577454,46119
2021-02-19,Texas,2585482,42000
2021-02-20,Alabama,485986,9590
2021-02-20,Arizona,807163,15480
2021-02-20,California,3527411,49111
2021-02-20,Florida,1863699,29812
2021-02-20,New York,1585692,46233
2021-02-20,Texas,2590989,42202
2021-02-21,Alabama,486843,9592
2021-02-21,Arizona,808247,15505
2021-02-21,California,3532057,49340
2021-02-21,Florida,1868764,29905
2021-02-21,New York,1591929,46346
2021-02-21,Texas,2597379,42321
2021-02-22,Alabama,487520,9592
2021-02-22,Arizona,809899,15502
2021-02-22,California,3537033,49531
2021-02-22,Florida,1872915,30064
2021-02-22,New York,1598226,46454
2021-02-22,Texas,2604710,42484
2021-02-23,Alabama,488973,9660
2021-02-23,Arizona,811560,15651
2021-02-23,California,3543293,49869
2021-02-23,Florida,1878525,30212
2021-02-23,New York,1605149,46562
2021-02-23,Texas,2614977,42728
2021-02-24,Alabama,490220,9744
2021-02-24,Arizona,812653,15693
2021-02-24,California,3549145,50953
2021-02-24,Florida,1885653,30339
2021-02-24,New York,1611288,46680
2021-02-24,Texas,2622573,43053
2021-02-25,Alabama,491110,9831
2021-02-25,Arizona,813898,15821
2021-02-25,California,3554779,51385
2021-02-25,Florida,1892293,30477
2021-02-25,New York,1620181,46790
2021-02-25,Texas,2630384,43350
2021-02-26,Alabama,491849,9869
2021-02-26,Arizona,815345,15897
2021-02-26,California,3561681,51794
2021-02-26,Florida,1898215,30623
2021-02-26,New York,1628255,46914
2021-02-26,Texas,2641266,43633
2021-02-27,Alabama,492683,9930
2021-02-27,Arizona,816334,15967
2021-02-27,California,3566089,51979
2021-02-27,Florida,1903674,30733
2021-02-27,New York,1636297,47025
2021-02-27,Texas,2646681,43772
2021-02-28,Alabama,493252,9929
2021-02-28,Arizona,817232,15980
2021-02-28,California,3569578,52213
2021-02-28,Florida,1909213,30851
2021-02-28,New York,1644124,47143
2021-02-28,Texas,2650283,43949
2021-03-01,Alabama,493769,9931
2021-03-01,Arizona,818268,15979
2021-03-01,California,3573775,52487
2021-03-01,Florida,1910913,30998
2021-03-01,New York,1650560,47247
2021-03-01,Texas,2658389,44078
2021-03-02,Alabama,494421,9991
2021-03-02,Arizona,819281,16065
2021-03-02,California,3578092,52774
2021-03-02,Florida,1918092,31134
2021-03-02,New York,1656941,47345
2021-03-02,Texas,2665566,44353
2021-03-03,Alabama,497154,10029
2021-03-03,Arizona,820561,16089
2021-03-03,California,3582495,53066
2021-03-03,Florida,1924106,31266
2021-03-03,New York,1663505,47464
2021-03-03,Texas,2673115,44627
2021-03-04,Alabama,498076,10094
2021-03-04,Arizona,821474,16185
2021-03-04,California,3587750,53457
2021-03-04,Florida,1930224,31386
2021-03-04,New York,1670973,47565
2021-03-04,Texas,2680637,44920
2021-03-05,Alabama,498887,10122
2021-03-05,Arizona,823384,16272
2021-03-05,California,3592812,53838
2021-03-05,Florida,1936199,31521
2021-03-05,New York,1679124,47672
2021-03-05,Texas,2686191,45195
2021-03-06,Alabama,499411,10149
2021-03-06,Arizona,825119,16323
2021-03-06,California,3597075,54124
2021-03-06,Florida,1940889,31619
2021-03-06,New York,1687250,47767
2021-03-06,Texas,2689785,45381
2021-03-07,Alabama,499819,10148
2021-03-07,Arizona,826454,16328
2021-03-07,California,3599828,54217
2021-03-07,Florida,1944987,31682
2021-03-07,New York,1694908,47857
2021-03-07,Texas,2692573,45446
2021-03-08,Alabama,500092,10148
2021-03-08,Arizona,827237,16328
2021-03-08,California,3604005,54377
2021-03-08,Florida,1948299,31763
2021-03-08,New York,1700348,47921
2021-03-08,Texas,2696533,45570
2021-03-09,Alabama,500616,10186
2021-03-09,Arizona,827800,16326
2021-03-09,California,3608146,54620
2021-03-09,Florida,1952725,31888
2021-03-09,New York,1707181,48000
2021-03-09,Texas,2701913,45754
2021-03-10,Alabama,501398,10222
2021-03-10,Arizona,828630,16404
2021-03-10,California,3611614,54877
2021-03-10,Florida,1957578,31947
2021-03-10,New York,1713287,48092
2021-03-10,Texas,2707234,45956
2021-03-11,Alabama,502263,10274
2021-03-11,Arizona,830465,16464
2021-03-11,California,3615174,55132
2021-03-11,Florida,1962643,32039
2021-03-11,New York,1720456,48208
2021-03-11,Texas,2713387,46168
2021-03-12,Alabama,502711,10299
2021-03-12,Arizona,831832,16519
2021-03-12,California,3617479,55336
2021-03-12,Florida,1967857,32144
2021-03-12,New York,1728900,48277
2021-03-12,Texas,2718585,46391
2021-03-13,Alabama,503305,10327
2021-03-13,Arizona,832094,16546
2021-03-13,California,3621217,56373
2021-03-13,Florida,1973101,32224
2021-03-13,New York,1734933,48370
2021-03-13,Texas,2721431,46532
2021-03-14,Alabama,503673,10327
2021-03-14,Arizona,832743,16553
2021-03-14,California,3623465,56523
2021-03-14,Florida,1976800,32254
2021-03-14,New York,1741620,48475
2021-03-14,Texas,2724143,46588
2021-03-15,Alabama,508229,10329
2021-03-15,Arizona,833391,16553
2021-03-15,California,3626427,56630
2021-03-15,Florida,1979626,32347
2021-03-15,New York,1748739,48537
2021-03-15,Texas,2728799,46694
2021-03-16,Alabama,508717,10337
2021-03-16,Arizona,833883,16574
2021-03-16,California,3628489,56743
2021-03-16,Florida,1984417,32448
2021-03-16,New York,1755450,48624
2021-03-16,Texas,2734622,46827
2021-03-17,Alabama,509476,10363
2021-03-17,Arizona,834329,16586
2021-03-17,California,3631857,56976
2021-03-17,Florida,1989016,32503
2021-03-17,New York,1762032,48686
2021-03-17,Texas,2739163,47000
2021-03-18,Alabama,510048,10391
2021-03-18,Arizona,834607,16645
2021-03-18,California,3635429,57213
2021-03-18,Florida,1994109,32597
2021-03-18,New York,1767547,48773
2021-03-18,Texas,2742559,47199
2021-03-19,Alabama,510579,10425
2021-03-19,Arizona,835056,16695
2021-03-19,California,3638641,57417
2021-03-19,Florida,1999249,32650
2021-03-19,New York,1772624,48848
2021-03-19,Texas,2746452,47365
2021-03-20,Alabama,511087,10436
2021-03-20,Arizona,835765,16733
2021-03-20,California,3640830,57495
2021-03-20,Florida,2004354,32712
2021-03-20,New York,1779291,48916
2021-03-20,Texas,2748905,47462
2021-03-21,Alabama,511460,10436
2021-03-21,Arizona,836253,16745
2021-03-21,California,3642778,57586
2021-03-21,Florida,2008341,32741
2021-03-21,New York,1783026,48942
2021-03-21,Texas,2751212,47507
2021-03-22,Alabama,511779,10436
2021-03-22,Arizona,836737,16745
2021-03-22,California,3645684,57770
2021-03-22,Florida,2011203,32778
2021-03-22,New York,1787934,48959
2021-03-22,Texas,2754620,47616
2021-03-23,Alabama,511789,10450
2021-03-23,Arizona,837244,16798
2021-03-23,California,3648181,57936
2021-03-23,Florida,2016505,32819
2021-03-23,New York,1794735,48977
2021-03-23,Texas,2758973,47701
2021-03-24,Alabama,512711,10487
2021-03-24,Arizona,837849,16842
2021-03-24,California,3650958,58187
2021-03-24,Florida,2021648,32849
2021-03-24,New York,1814919,49231
2021-03-24,Texas,2762762,47864
2021-03-25,Alabama,513138,10504
2021-03-25,Arizona,837987,16874
2021-03-25,California,3653449,58413
2021-03-25,Florida,2027421,32956
2021-03-25,New York,1823602,49305
2021-03-25,Texas,2768120,47993
2021-03-26,Alabama,513580,10523
2021-03-26,Arizona,838558,16898
2021-03-26,California,3656822,58630
2021-03-26,Florida,2033171,33115
2021-03-26,New York,1831605,49363
2021-03-26,Texas,2772019,48126
2021-03-27,Alabama,514072,10526
2021-03-27,Arizona,839334,16913
2021-03-27,California,3658932,58801
2021-03-27,Florida,2039054,33141
2021-03-27,New York,1840338,49446
2021-03-27,Texas,2775092,48212
2021-03-28,Alabama,514391,10526
2021-03-28,Arizona,839888,16919
2021-03-28,California,3661102,58927
2021-03-28,Florida,2043997,33177
2021-03-28,New York,1849190,49537
2021-03-28,Texas,2778062,48263
2021-03-29,Alabama,514619,10526
2021-03-29,Arizona,840501,16918
2021-03-29,California,3664161,59015
2021-03-29,Florida,2047371,33246
2021-03-29,New York,1858162,49648
2021-03-29,Texas,2782555,48309
2021-03-30,Alabama,514980,10527
2021-03-30,Arizona,841078,16941
2021-03-30,California,3666541,59116
2021-03-30,Florida,2052433,33337
2021-03-30,New York,1863912,49696
2021-03-30,Texas,2785961,48420
2021-03-31,Alabama,515388,10554
2021-03-31,Arizona,841811,16967
2021-03-31,California,3669048,59260
2021-03-31,Florida,2057727,33424
2021-03-31,New York,1871595,49790
2021-03-31,Texas,2790030,48540
2021-04-01,Alabama,515866,10553
2021-04-01,Arizona,842200,16977
2021-04-01,California,3671690,59396
2021-04-01,Florida,2064517,33493
2021-04-01,New York,1880768,49872
2021-04-01,Texas,2793685,48654
2021-04-02,Alabama,516266,10607
2021-04-02,Arizona,843132,16989
2021-04-02,California,3675457,59601
2021-04-02,Florida,2071007,33585
2021-04-02,New York,1888823,49946
2021-04-02,Texas,2795691,48755
2021-04-03,Alabama,516615,10637
2021-04-03,Arizona,843838,16991
2021-04-03,California,3678343,59675
2021-04-03,Florida,2077024,33651
2021-04-03,New York,1896534,50042
2021-04-03,Texas,2797366,48831
2021-04-04,Alabama,516809,10637
2021-04-04,Arizona,844302,16994
2021-04-04,California,3679968,59726
2021-04-04,Florida,2081818,33673
2021-04-04,New York,1904141,50124
2021-04-04,Texas,2798366,48851
2021-04-05,Alabama,516918,10638
2021-04-05,Arizona,844921,16990
2021-04-05,California,3683077,59788
2021-04-05,Florida,2085298,33709
2021-04-05,New York,1910858,50195
2021-04-05,Texas,2803306,48881
2021-04-06,Alabama,517114,10652
2021-04-06,Arizona,845488,16997
2021-04-06,California,3685338,59874
2021-04-06,Florida,2090854,33779
2021-04-06,New York,1916964,50239
2021-04-06,Texas,2807504,48968
2021-04-07,Alabama,517452,10652
2021-04-07,Arizona,846241,17025
2021-04-07,California,3687758,59976
2021-04-07,Florida,2096739,33821
2021-04-07,New York,1923414,50332
2021-04-07,Texas,2811415,49076
2021-04-08,Alabama,517916,10675
2021-04-08,Arizona,846917,17055
2021-04-08,California,3690309,60115
2021-04-08,Florida,2104678,33905
2021-04-08,New York,1932145,50388
2021-04-08,Texas,2815899,49174
2021-04-09,Alabama,518234,10686
2021-04-09,Arizona,848217,17062
2021-04-09,California,3693923,60272
2021-04-09,Florida,2111799,33967
2021-04-09,New York,1940703,50465
2021-04-09,Texas,2819137,49280
2021-04-10,Alabama,518588,10712
2021-04-10,Arizona,849022,17092
2021-04-10,California,3696900,60361
2021-04-10,Florida,2118705,34013
2021-04-10,New York,1948232,50527
2021-04-10,Texas,2821570,49345
2021-04-11,Alabama,518899,10712
2021-04-11,Arizona,849561,17086
2021-04-11,California,3700795,60446
2021-04-11,Florida,2124225,34020
2021-04-11,New York,1954809,50610
2021-04-11,Texas,2823018,49369
2021-04-12,Alabama,519071,10712
2021-04-12,Arizona,850246,17086
2021-04-12,California,3704295,60484
2021-04-12,Florida,2125838,34055
2021-04-12,New York,1960567,50693
2021-04-12,Texas,2828568,49393
2021-04-13,Alabama,520503,10722
2021-04-13,Arizona,850860,17105
2021-04-13,California,3706904,60535
2021-04-13,Florida,2134906,34119
2021-04-13,New York,1965610,50745
2021-04-13,Texas,2833381,49456
2021-04-14,Alabama,520780,10728
2021-04-14,Arizona,851276,17109
2021-04-14,California,3709392,60710
2021-04-14,Florida,2141678,34163
2021-04-14,New York,1971610,50839
2021-04-14,Texas,2836974,49524
2021-04-15,Alabama,521201,10736
2021-04-15,Arizona,851737,17123
2021-04-15,California,3711717,60797
2021-04-15,Florida,2148440,34237
2021-04-15,New York,1978594,50912
2021-04-15,Texas,2840297,49607
2021-04-16,Alabama,521623,10739
2021-04-16,Arizona,852584,17153
2021-04-16,California,3714542,60911
2021-04-16,Florida,2155736,34329
2021-04-16,New York,1984884,50965
2021-04-16,Texas,2843308,49676
2021-04-17,Alabama,522131,10790
2021-04-17,Arizona,853050,17151
2021-04-17,California,3716759,60977
2021-04-17,Florida,2162059,34403
2021-04-17,New York,1991271,51034
2021-04-17,Texas,2845113,49726
2021-04-18,Alabama,522401,10790
2021-04-18,Arizona,853761,17153
2021-04-18,California,3718367,61022
2021-04-18,Florida,2168893,34438
2021-04-18,New York,1996876,51077
2021-04-18,Texas,2846552,49759
2021-04-19,Alabama,522512,10790
2021-04-19,Arizona,854453,17153
2021-04-19,California,3720922,61034
2021-04-19,Florida,2173130,34470
2021-04-19,New York,2002053,51122
2021-04-19,Texas,2851247,49780
2021-04-20,Alabama,523955,10798
2021-04-20,Arizona,855155,17193
2021-04-20,California,3723405,61111
2021-04-20,Florida,2178775,34532
2021-04-20,New York,2006712,51183
2021-04-20,Texas,2855946,49829
2021-04-21,Alabama,524367,10807
2021-04-21,Arizona,855804,17199
2021-04-21,California,3725355,61199
2021-04-21,Florida,2184346,34615
2021-04-21,New York,2010967,51228
2021-04-21,Texas,2860001,49916
2021-04-22,Alabama,525049,10824
2021-04-22,Arizona,856451,17221
2021-04-22,California,3727911,61290
